"date","pollen_count","severity_level"
"2023-04-17","1067","high"
"2023-04-18","965","high"
"2023-04-19","2287","extreme"
"2023-04-20","3417","extreme"
"2023-04-21","2362","extreme"
"2023-04-22","1007","high"
"2023-04-23","709","high"
"2023-04-24","156","high"
"2023-04-25","165","high"
"2023-04-26","127","high"
"2023-04-27","64","medium"
"2023-04-28","9","low"
"2023-05-01","298","high"
"2023-05-02","271","high"
"2023-05-03","433","high"
"2023-05-04","228","high"
"2023-05-05","210","high"
"2023-05-08","86","medium"
"2023-05-09","74","medium"
"2023-05-10","107","high"
"2023-05-11","86","medium"
"2023-05-12","46","medium"
"2023-05-15","48","medium"
"2023-05-16","27","medium"
"2023-05-17","16","low"
"2023-05-18","63","medium"
"2023-05-19","22","medium"
"2023-05-22","32","medium"
"2023-05-23","21","medium"
"2023-05-25","57","medium"
"2023-05-26","65","medium"
"2023-05-30","38","medium"
"2023-05-31","24","medium"
"2023-06-01","15","low"
"2023-06-02","27","medium"
"2023-06-05","25","medium"
"2023-06-06","26","medium"
"2023-06-07","29","medium"
"2023-06-08","24","medium"
"2023-06-09","24","medium"
"2023-06-12","33","medium"
"2023-06-13","9","low"
"2023-06-14","19","medium"
"2023-06-15","5","low"
"2023-06-16","7","low"
"2023-06-19","14","low"
"2023-06-20","10","low"
"2023-06-21","18","medium"
"2023-06-22","7","low"
"2023-06-23","3","low"
"2023-06-26","12","low"
"2023-06-27","27","medium"
"2023-06-28","22","low"
"2023-06-29","24","medium"
"2023-06-30","18","low"
"2023-07-03","8","low"
"2023-07-05","11","low"
"2023-07-07","9","low"
"2023-07-10","8","low"
"2023-07-11","10","low"
"2023-07-12","15","low"
"2023-07-13","8","low"
"2023-07-14","8","low"
"2023-07-17","5","low"
"2023-07-18","6","low"
"2023-07-19","13","low"
"2023-07-20","18","low"
"2023-07-21","10","low"
"2023-07-24","10","low"
"2023-07-25","9","low"
"2023-07-26","13","low"
"2023-07-27","8","low"
"2023-07-28","8","low"
"2023-07-31","2","low"
"2023-08-01","16","low"
"2023-08-02","6","low"
"2023-08-03","5","low"
"2023-08-04","4","low"
"2023-08-07","5","low"
"2023-08-08","9","low"
"2023-08-09","7","low"
"2023-08-10","6","low"
"2023-08-11","6","low"
"2023-08-14","8","low"
"2023-08-15","12","low"
"2023-08-16","12","low"
"2023-08-17","10","low"
"2023-08-18","6","low"
"2023-08-21","16","low"
"2023-08-22","15","low"
"2023-08-23","12","low"
"2023-08-24","24","low"
"2023-08-25","43","medium"
"2023-08-28","16","low"
"2023-08-29","8","low"
"2023-08-30","9","low"
"2023-08-31","21","medium"
"2023-09-05","25","medium"
"2023-09-06","77","medium"
"2023-09-07","80","medium"
"2023-09-08","88","medium"
"2023-09-11","103","medium"
"2023-09-12","30","medium"
"2023-09-13","25","medium"
"2023-09-14","37","medium"
"2023-09-15","38","medium"
"2023-09-18","42","medium"
"2023-09-19","42","medium"
"2023-09-20","32","medium"
"2023-09-21","28","medium"
"2023-09-22","129","high"
"2023-09-25","105","medium"
"2023-09-26","48","medium"
"2023-09-27","38","medium"
"2023-09-28","14","medium"
"2023-09-29","26","medium"
"2023-10-02","26","medium"
"2023-10-03","22","medium"
"2023-10-04","21","medium"
"2023-10-05","16","medium"
"2023-10-06","16","medium"
"2023-10-09","15","low"
"2023-10-10","50","medium"
"2023-10-11","39","medium"
"2023-10-12","15","medium"
"2023-10-13","14","low"
"2023-10-16","4","low"
"2023-10-17","4","low"
"2023-10-18","3","low"
"2023-10-19","17","medium"
"2023-10-20","28","medium"
"2023-10-23","14","medium"
"2023-10-24","7","low"
"2023-10-25","9","low"
"2023-10-26","8","low"
"2023-10-27","10","low"
"2023-10-30","7","low"
"2023-10-31","19","low"
"2023-11-01","10","low"
"2023-11-02","10","low"
"2023-11-03","11","low"
"2023-11-06","9","low"
"2023-11-07","2","low"
"2023-11-08","3","low"
"2023-11-09","5","low"
"2023-11-10","8","low"
"2023-11-13","8","low"
"2023-11-14","2","low"
"2023-11-15","2","low"
"2023-11-16","6","low"
"2023-11-17","3","low"
"2023-11-20","5","low"
"2023-11-21","7","low"
"2023-11-27","3","low"
"2023-11-28","3","low"
"2023-11-29","3","low"
"2023-11-30","2","low"
"2023-12-01","3","low"
"2023-12-04","10","low"
"2023-12-05","5","low"
"2023-12-06","3","low"
"2023-12-07","4","low"
"2023-12-08","1","low"
"2023-12-11","0","low"
"2023-12-12","1","low"
"2023-12-13","4","low"
"2023-12-14","2","low"
"2023-12-15","3","low"
"2023-12-18","0","low"
"2023-12-19","3","low"
"2023-12-20","1","low"
"2023-12-21","1","low"
"2023-12-22","1","low"
"2023-12-27","8","low"
"2023-12-28","7","low"
